UF,MUNICIPIO,ZONA,ELEITORES_TOTAL,ELEITORES_FEMININO,ELEITORES_MASCULINO,SECOES
BA,Santa Bárbara,160,19714,10511,9203,67
BA,Santa Cruz Cabrália,121,25486,13194,12292,82
BA,Santa Cruz da Vitória,29,4866,2458,2408,17
BA,Santa Inês,38,8062,4155,3907,36
BA,Santa Luzia,133,8921,4391,4530,31
BA,Santa Maria da Vitória,72,29984,15083,14901,117
BA,Santa Rita de Cássia,97,22593,11095,11498,97
BA,Santa Terezinha,107,9247,4734,4513,35
BA,Santaluz,145,31470,16259,15211,104
BA,Santana,99,20584,10180,10404,73
BA,Santanópolis,74,9487,4937,4550,38
BA,Santo Amaro,178,47304,25470,21834,170
BA,Santo Antônio de Jesus,56,38035,20599,17436,127
BA,Santo Antônio de Jesus,202,38681,21467,17214,130
BA,Santo Estêvão,143,38685,20980,17705,123
BA,Sapeaçu,142,15914,8530,7384,62
BA,Saubara,178,13403,7141,6262,38
BA,Saúde,115,9018,4608,4410,35
BA,Seabra,88,34795,18158,16637,124
BA,Sebastião Laranjeiras,175,7063,3575,3488,26
BA,Senhor do Bonfim,45,52682,28362,24320,195
BA,Sento Sé,96,29661,14736,14925,109
BA,Serra Dourada,190,15150,7505,7645,59
BA,Serra Preta,155,17051,8819,8232,70
BA,Serra do Ramalho,71,25277,12815,12462,101
BA,Serrinha,150,62923,33668,29255,226
BA,Serrolândia,46,10919,5707,5212,38
BA,Simões Filho,33,88501,47323,41178,263
BA,Sobradinho,66,20264,10387,9877,60
BA,Souto Soares,174,13808,6981,6827,50
BA,Sátiro Dias,44,14042,7156,6886,58
BA,São Desidério,100,28068,13870,14198,106
BA,São Domingos,120,7855,4032,3823,30
BA,São Felipe,184,17496,9082,8414,75
BA,São Francisco do Conde,162,33834,18356,15478,112
BA,São Félix,118,10024,5220,4804,40
BA,São Félix do Coribe,72,12497,6271,6226,42
BA,São Gabriel,95,16163,8069,8094,72
BA,São Gonçalo dos Campos,108,29603,15712,13891,99
BA,São José da Vitória,166,5188,2599,2589,19
BA,São José do Jacuípe,191,8650,4447,4203,27
BA,São Miguel das Matas,36,8965,4525,4440,40
BA,São Sebastião do Passé,128,33721,17667,16054,105
BA,Sítio do Mato,71,10996,5427,5569,38
BA,Sítio do Quinto,51,9691,4874,4817,37
BA,Tabocas do Brejo Velho,190,11134,5398,5736,39
BA,Tanhaçu,58,17666,8921,8745,59
BA,Tanque Novo,168,14431,7245,7186,48
BA,Tanquinho,160,7608,3905,3703,29
BA,Taperoá,32,14149,7320,6829,52
BA,Tapiramutá,54,11015,5593,5422,37
BA,Teixeira de Freitas,183,102560,54849,47711,339
BA,Teodoro Sampaio,130,6773,3364,3409,24
BA,Teofilândia,123,18330,9486,8844,74
BA,Teolândia,197,11107,5691,5416,37
BA,Terra Nova,128,10306,5403,4903,36
BA,Tremedal,177,15209,7624,7585,80
BA,Tucano,80,41046,21210,19836,142
BA,Uauá,83,21657,10891,10766,87
BA,Ubaitaba,73,14066,7493,6573,45
BA,Ubatã,134,11893,6383,5510,60
BA,Ubaíra,38,15642,8084,7558,64
BA,Uibaí,159,11912,6032,5880,44
BA,Umburanas,167,11595,5715,5880,38
BA,Una,116,16682,8313,8369,67
BA,Urandi,117,13479,6836,6643,44
BA,Uruçuca,198,17998,9168,8830,94
BA,Utinga,69,13019,6692,6327,48
BA,Valente,120,19832,10378,9454,78
BA,Valença,31,65789,35518,30271,196
BA,Varzedo,56,9335,4749,4586,33
BA,Vera Cruz,141,36003,19219,16784,110
BA,Vereda,148,6744,3247,3497,28
BA,Vitória da Conquista,39,102295,56257,46038,287
BA,Vitória da Conquista,40,49400,25336,24064,171
BA,Vitória da Conquista,41,105321,57856,47465,300
BA,Várzea Nova,55,10635,5424,5211,36
BA,Várzea da Roça,86,10652,5492,5160,51
BA,Várzea do Poço,103,7096,3632,3464,25
BA,Wagner,69,6680,3470,3210,28
BA,Wanderley,98,10583,5184,5399,39
BA,Wenceslau Guimarães,197,16286,8209,8077,56
BA,Xique-Xique,68,34797,17983,16814,144
BA,Água Fria,74,13059,6804,6255,64
BA,Érico Cardoso,111,8417,4312,4105,38
CE,Abaiara,26,7762,3961,3801,32
CE,Acarape,52,12412,6538,5874,42
CE,Acaraú,30,48652,25409,23243,176
CE,Acopiara,60,38397,19745,18652,186
CE,Aiuaba,101,11168,5677,5491,52
CE,Alcântaras,24,10086,5211,4875,44
CE,Altaneira,53,6939,3583,3356,27
CE,Alto Santo,86,12080,6174,5906,58
CE,Amontada,89,35971,17934,18037,136
CE,Antonina do Norte,18,7063,3645,3418,31
CE,Apuiarés,50,12531,6252,6279,54
CE,Aquiraz,66,67841,34865,32976,240
CE,Aracati,8,56463,29597,26866,219
CE,Aracoiaba,67,24545,12527,12018,96
CE,Ararendá,48,9370,4729,4641,45
CE,Araripe,68,17260,8884,8376,72
CE,Aratuba,105,12158,6105,6053,51
CE,Arneiroz,101,6940,3484,3456,31
CE,Assaré,18,18548,9528,9020,91
CE,Aurora,69,20321,10355,9966,83
CE,Baixio,92,5402,2672,2730,23
CE,Banabuiú,6,15499,7752,7747,60
CE,Barbalha,31,52592,28412,24180,177
CE,Barreira,52,19119,10070,9049,67
CE,Barro,92,16750,8741,8009,76
CE,Barroquinha,108,14930,7540,7390,49
CE,Baturité,5,28084,14843,13241,117
CE,Beberibe,84,45778,23418,22360,167
CE,Bela Cruz,96,21392,10921,10471,106
CE,Boa Viagem,63,42007,21532,20475,175
CE,Brejo Santo,70,36064,19267,16797,154
CE,Camocim,32,49815,26051,23764,189
CE,Campos Sales,38,20219,10618,9601,116
CE,Canindé,33,58965,30704,28261,235
CE,Capistrano,105,15970,8093,7877,56
CE,Caridade,111,17343,8820,8523,67
CE,Caririaçu,71,24590,12554,12036,113
CE,Cariré,65,15188,7702,7486,61
CE,Cariús,43,15646,7820,7826,65
CE,Carnaubal,22,14282,7320,6962,64
CE,Cascavel,7,59448,30913,28535,221
CE,Catarina,60,9776,4953,4823,41
CE,Catunda,54,9228,4629,4599,33
CE,Caucaia,37,94553,50278,44275,314
CE,Caucaia,120,55073,28721,26352,196
CE,Caucaia,123,95469,52312,43157,292
CE,Cedro,13,20238,10450,9788,124
CE,Chaval,108,10767,5537,5230,50
CE,Chorozinho,49,17994,9089,8905,72
CE,Choró,6,11597,5716,5881,46
CE,Coreaú,64,19663,10046,9617,101
CE,Crateús,20,59156,31176,27980,267
CE,Crato,27,94262,51446,42816,378
CE,Croatá,74,14961,7730,7231,60
CE,Cruz,30,23492,12385,11107,92
CE,Deputado Irapuan Pinheiro,55,7279,3654,3625,33
CE,Ereré,10,5499,2771,2728,24
CE,Eusébio,88,58295,31309,26986,183
CE,Farias Brito,62,17282,8897,8385,66
CE,Forquilha,121,19439,9914,9525,70
CE,Fortaleza,1,123111,67808,55303,346
CE,Fortaleza,2,105525,58104,47421,310
CE,Fortaleza,3,95363,52923,42440,368
CE,Fortaleza,80,97431,54323,43108,319
CE,Fortaleza,82,98109,54066,44043,326
CE,Fortaleza,83,106346,58509,47837,312
CE,Fortaleza,85,91921,50211,41710,291
CE,Fortaleza,93,89174,49344,39830,248
CE,Fortaleza,94,98510,53898,44612,353
CE,Fortaleza,95,103716,56961,46755,289
CE,Fortaleza,112,113062,62284,50778,335
CE,Fortaleza,113,104875,58425,46450,394
CE,Fortaleza,114,103882,57367,46515,291
CE,Fortaleza,115,104108,57390,46718,350
CE,Fortaleza,116,110695,60376,50319,324
CE,Fortaleza,117,104850,57557,47293,297
CE,Fortaleza,118,103836,57181,46655,280
CE,Fortim,8,16999,8696,8303,57
CE,Frecheirinha,81,13677,7048,6629,46
CE,General Sampaio,50,8274,4070,4204,35
CE,Granja,25,43131,21429,21702,166
CE,Granjeiro,62,6197,3124,3073,25
CE,Graça,79,12634,6306,6328,48
CE,Groaíras,65,9689,4946,4743,35
CE,Guaiúba,57,20635,10513,10122,72
CE,Guaraciaba do Norte,74,34091,17681,16410,126
CE,Guaramiranga,5,6651,3399,3252,25
CE,Hidrolândia,54,15661,7918,7743,62
CE,Horizonte,78,61004,31523,29481,196
CE,Ibaretama,6,13341,6661,6680,48
CE,Ibiapina,73,19818,10263,9555,90
CE,Ibicuitinga,47,12404,6154,6250,52
CE,Icapuí,8,17393,8791,8602,59
CE,Icó,15,50703,26929,23774,201
CE,Iguatu,13,69795,37260,32535,277
CE,Independência,39,20964,10633,10331,111
CE,Ipaporanga,20,10196,5163,5033,54
CE,Ipaumirim,92,9299,4813,4486,40
CE,Ipu,21,32382,16673,15709,135
CE,Ipueiras,40,30534,15631,14903,161
CE,Iracema,86,12162,6353,5809,44
CE,Irauçuba,41,19164,9818,9346,75
CE,Itaitinga,78,36931,19393,17538,135
CE,Itaiçaba,75,7120,3718,3402,29
CE,Itapajé,41,39096,20361,18735,157
CE,Itapipoca,17,100973,51602,49371,382
CE,Itapiúna,105,16299,8214,8085,63
CE,Itarema,98,33835,17336,16499,118
CE,Itatira,33,19257,9780,9477,72
CE,Jaguaretama,72,15383,7794,7589,68
CE,Jaguaribara,72,8764,4542,4222,34
CE,Jaguaribe,10,28927,15159,13768,110
CE,Jaguaruana,75,28749,14791,13958,115
CE,Jardim,119,22115,11610,10505,98
CE,Jati,70,7045,3609,3436,31
CE,Jijoca de Jericoacoara,30,20860,10803,10057,73
CE,Juazeiro do Norte,28,80858,43927,36931,279
CE,Juazeiro do Norte,119,118243,63727,54516,375
CE,Jucás,43,19829,10388,9441,88
CE,Lavras da Mangabeira,14,23927,12194,11733,112
CE,Limoeiro do Norte,29,46349,24236,22113,176
CE,Madalena,63,14500,7356,7144,52
CE,Maracanaú,104,85456,45994,39462,264
CE,Maracanaú,122,90966,48799,42167,298
CE,Maranguape,4,81995,43274,38721,307
CE,Marco,96,23022,11766,11256,91
CE,Martinópole,25,10526,5318,5208,35
CE,Massapê,45,31159,16007,15152,115
CE,Mauriti,76,35974,18627,17347,161
CE,Meruoca,24,13166,6715,6451,46
CE,Milagres,26,22339,11588,10751,98
CE,Milhã,55,10993,5601,5392,57
CE,Miraíma,89,12060,5856,6204,49
CE,Missão Velha,16,30328,15900,14428,120
CE,Mombaça,46,32009,16625,15384,159
CE,Monsenhor Tabosa,61,14800,7590,7210,70
CE,Morada Nova,47,56234,29132,27102,209
CE,Moraújo,64,8283,4155,4128,44
CE,Morrinhos,44,18897,9657,9240,72
CE,Mucambo,79,12484,6589,5895,45
CE,Mulungu,5,9663,4904,4759,35
CE,Nova Olinda,53,12523,6516,6007,48
CE,Nova Russas,48,24361,12730,11631,114
CE,Novo Oriente,99,23089,12170,10919,97
CE,Ocara,67,24863,12332,12531,104
CE,Orós,15,17610,9259,8351,97
CE,Pacajus,49,53333,27891,25442,193
CE,Pacatuba,57,57068,30395,26673,183
CE,Pacoti,5,10768,5557,5211,49
CE,Pacujá,79,6562,3361,3201,24
CE,Palhano,9,9824,4900,4924,35
CE,Palmácia,4,9801,4967,4834,46
CE,Paracuru,109,33067,17170,15897,117
CE,Paraipaba,109,26945,13813,13132,95
CE,Parambu,19,26829,14236,12593,119
CE,Paramoti,111,10133,5081,5052,53
CE,Pedra Branca,59,34193,17882,16311,166
CE,Penaforte,70,8538,4403,4135,30
CE,Pentecoste,50,31812,16275,15537,142
CE,Pereiro,10,14182,7154,7028,67
CE,Pindoretama,7,20755,10911,9844,72
CE,Piquet Carneiro,12,11907,6107,5800,70
CE,Pires Ferreira,21,8369,4099,4270,39
CE,Poranga,40,9731,4980,4751,49
CE,Porteiras,70,14413,7477,6936,60
CE,Potengi,68,7929,4102,3827,41
CE,Potiretama,86,5763,2872,2891,24
CE,Quiterianópolis,99,16964,8751,8213,73
CE,Quixadá,6,60790,32328,28462,231
CE,Quixelô,13,14681,7286,7395,58
CE,Quixeramobim,11,59011,30541,28470,224
CE,Quixeré,29,18558,9492,9066,66
CE,Redenção,52,24029,12592,11437,94
CE,Reriutaba,79,15635,7850,7785,82
CE,Russas,9,58081,30664,27417,208
CE,Saboeiro,43,12449,6275,6174,71
CE,Salitre,38,14507,7336,7171,59
CE,Santa Quitéria,54,33117,17065,16052,135
CE,Santana do Acaraú,44,25299,12766,12533,122
CE,Santana do Cariri,53,13767,7018,6749,58
CE,Senador Pompeu,12,20142,10574,9568,109
CE,Senador Sá,45,6908,3482,3426,23
CE,Sobral,24,86700,46416,40284,298
CE,Sobral,121,63734,33530,30204,247
CE,Solonópole,55,14126,7268,6858,68
CE,São Benedito,22,36420,19012,17408,149
CE,São Gonçalo do Amarante,36,50798,25967,24831,175
CE,São João do Jaguaribe,91,5941,3126,2815,27
CE,São Luís do Curu,23,12423,6396,6027,54
CE,Tabuleiro do Norte,91,25597,13554,12043,99
CE,Tamboril,61,21046,10722,10324,105
CE,Tarrafas,18,7321,3698,3623,40
CE,Tauá,19,46444,24227,22217,202
CE,Tejuçuoca,41,15750,7838,7912,66
CE,Tianguá,81,58112,30641,27471,228
CE,Trairi,97,48730,24590,24140,189
CE,Tururu,17,15361,7678,7683,64
CE,Ubajara,73,27663,14492,13171,117
CE,Umari,15,6433,3242,3191,31
CE,Umirim,23,15818,7962,7856,62
CE,Uruburetama,23,18497,9456,9041,69
CE,Uruoca,25,10968,5478,5490,43
CE,Varjota,65,15777,8006,7771,68
CE,Viçosa do Ceará,35,46936,24022,22914,183
CE,Várzea Alegre,62,31684,16622,15062,131
DF,Brasília,1,75069,41364,33705,281
DF,Brasília,2,115022,62405,52617,325
DF,Brasília,3,69074,37967,31107,247
DF,Brasília,4,99467,52975,46492,291
DF,Brasília,5,130180,70307,59873,420
DF,Brasília,6,133900,71946,61954,442
DF,Brasília,8,133859,72934,60925,485
DF,Brasília,9,130753,72259,58494,442
DF,Brasília,10,119355,64694,54661,342
DF,Brasília,11,74276,40302,33974,249
DF,Brasília,13,137038,74407,62631,415
DF,Brasília,14,106569,57856,48713,327
DF,Brasília,15,162275,88338,73937,529
DF,Brasília,16,149517,79932,69585,481
DF,Brasília,17,124648,67283,57365,394
DF,Brasília,18,128263,68859,59404,437
DF,Brasília,19,106363,57865,48498,359
DF,Brasília,20,77771,42343,35428,230
DF,Brasília,21,112559,60742,51817,354
ES,Afonso Cláudio,8,26020,13378,12642,88
ES,Alegre,4,23395,12202,11193,103
ES,Alfredo Chaves,12,12848,6483,6365,49
ES,Alto Rio Novo,36,6298,3300,2998,24
ES,Anchieta,17,24357,12571,11786,99
ES,Apiacá,44,6334,3196,3138,26
ES,Aracruz,20,74055,38024,36031,238
ES,Atílio Vivácqua,2,9114,4617,4497,36
ES,Baixo Guandu,7,24570,12927,11643,90
ES,Barra de São Francisco,23,34567,17903,16664,115
ES,Boa Esperança,39,10879,5670,5209,39
ES,Bom Jesus do Norte,44,8393,4416,3977,33
ES,Brejetuba,10,10791,5258,5533,37
ES,Cachoeiro de Itapemirim,2,83166,44770,38396,302
ES,Cachoeiro de Itapemirim,48,48969,26043,22926,211
ES,Cariacica,34,138394,74502,63892,438
ES,Cariacica,54,132387,70238,62149,404
ES,Castelo,3,29832,15472,14360,140
ES,Colatina,6,85770,45718,40052,322
ES,Conceição da Barra,27,25418,13029,12389,76
ES,Conceição do Castelo,40,9806,5026,4780,38
ES,Divino de São Lourenço,13,4837,2347,2490,16
ES,Domingos Martins,15,28735,14469,14266,102
ES,Dores do Rio Preto,44,6185,3118,3067,25
ES,Ecoporanga,33,19062,9703,9359,80
ES,Fundão,14,14670,7440,7230,51
ES,Governador Lindenberg,51,8980,4453,4527,31
ES,Guarapari,24,99240,52344,46896,319
ES,Guaçuí,13,22342,11964,10378,73
ES,Ibatiba,10,19222,10051,9171,68
ES,Ibiraçu,14,9840,5122,4718,39
ES,Ibitirama,18,7296,3609,3687,28
ES,Iconha,35,11288,5691,5597,54
ES,Irupi,19,11275,5643,5632,39
ES,Itaguaçu,16,11688,5927,5761,41
ES,Itapemirim,22,36019,18944,17075,137
ES,Itarana,11,9520,4775,4745,32
ES,Iúna,18,21003,10845,10158,82
ES,Jaguaré,41,24111,12348,11763,80
ES,Jerônimo Monteiro,4,9954,5158,4796,35
ES,João Neiva,14,12709,6602,6107,48
ES,Laranja da Terra,7,9373,4659,4714,32
ES,Linhares,25,120300,63440,56860,379
ES,Mantenópolis,36,10149,5322,4827,50
ES,Marataízes,43,32674,17277,15397,115
ES,Marechal Floriano,12,14161,7111,7050,52
ES,Marilândia,46,10745,5476,5269,38
ES,Mimoso do Sul,5,19500,9930,9570,74
ES,Montanha,38,15275,7958,7317,51
ES,Mucurici,38,5102,2558,2544,26
ES,Muniz Freire,19,14672,7440,7232,58
ES,Muqui,5,11051,5650,5401,38
ES,Nova Venécia,30,40869,21213,19656,160
ES,Pancas,36,15977,8085,7892,70
ES,Pedro Canário,27,18754,9570,9184,68
ES,Pinheiros,39,18613,9831,8782,79
ES,Piúma,17,16967,8940,8027,71
ES,Ponto Belo,38,6332,3227,3105,31
ES,Presidente Kennedy,43,13182,6715,6467,51
ES,Rio Bananal,51,15381,7670,7711,56
ES,Rio Novo do Sul,35,8749,4449,4300,42
ES,Santa Leopoldina,9,9989,4861,5128,42
ES,Santa Maria de Jetibá,9,30804,15646,15158,94
ES,Santa Teresa,11,20521,10347,10174,64
ES,Serra,26,105841,56228,49613,308
ES,Serra,53,127304,67833,59471,395
ES,Serra,59,120040,64346,55694,374
ES,Sooretama,41,20726,10622,10104,68
ES,São Domingos do Norte,46,8336,4061,4275,29
ES,São Gabriel da Palha,37,25997,13732,12265,101
ES,São José do Calçado,44,9562,4902,4660,37
ES,São Mateus,21,90823,47729,43094,293
ES,São Roque do Canaã,16,9805,4854,4951,33
ES,Vargem Alta,35,15636,7839,7797,54
ES,Venda Nova do Imigrante,40,19988,10369,9619,60
ES,Viana,47,53330,28212,25118,182
ES,Vila Pavão,30,7672,3819,3853,37
ES,Vila Valério,37,12756,6276,6480,47
ES,Vila Velha,32,111195,60810,50385,364
ES,Vila Velha,55,136959,75037,61922,426
ES,Vila Velha,57,90577,48945,41632,332
ES,Vitória,1,126093,69170,56923,417
ES,Vitória,52,135226,74748,60478,399
ES,Água Doce do Norte,23,10981,5578,5403,46
ES,Águia Branca,46,8781,4404,4377,32
GO,Abadia de Goiás,56,14879,7698,7181,50
GO,Abadiânia,87,12198,6214,5984,39
GO,Acreúna,128,15584,7964,7620,48
GO,Adelândia,34,2905,1402,1503,8
GO,Alexânia,87,21532,11141,10391,76
GO,Aloândia,45,2123,1052,1071,11
GO,Alto Horizonte,50,6418,3213,3205,18
GO,Alto Paraíso de Goiás,143,7536,4075,3461,25
GO,Alvorada do Norte,123,6569,3347,3222,24
GO,Amaralina,88,2993,1403,1590,12
GO,Americano do Brasil,34,5539,2788,2751,18
GO,Amorinópolis,53,3845,1910,1935,18
GO,Anhanguera,8,1719,810,909,5
GO,Anicuns,34,14799,7727,7072,53
GO,Anápolis,3,86532,46610,39922,296
GO,Anápolis,141,95372,51145,44227,273
GO,Anápolis,144,98552,53110,45442,304
GO,Aparecida de Goiânia,119,116635,63269,53366,335
GO,Aparecida de Goiânia,132,101462,53907,47555,283
GO,Aparecida de Goiânia,145,114476,62390,52086,325
GO,Aparecida do Rio Doce,106,3413,1676,1737,11
GO,Aporé,96,3410,1721,1689,13
GO,Aragarças,35,13797,7324,6473,51
GO,Aragoiânia,56,9955,5037,4918,34
GO,Araguapaz,110,6067,2977,3090,24
GO,Araçu,57,4180,2128,2052,21
GO,Arenópolis,102,3642,1795,1847,14
GO,Aruanã,110,7124,3539,3585,24
GO,Aurilândia,80,3294,1671,1623,10
GO,Avelinópolis,57,4537,2252,2285,13
GO,Baliza,35,3331,1557,1774,15
GO,Barro Alto,74,9940,4998,4942,30
GO,Bela Vista de Goiás,32,23632,12111,11521,69
GO,Bom Jardim de Goiás,35,7539,3778,3761,25
GO,Bom Jesus,124,17655,8957,8698,51
GO,Bonfinópolis,141,7632,3979,3653,23
GO,Bonópolis,94,3789,1820,1969,13
GO,Brazabrantes,101,3852,1948,1904,12
GO,Britânia,95,5194,2599,2595,19
GO,Buriti Alegre,5,8529,4414,4115,31
GO,Buriti de Goiás,34,3458,1728,1730,10
GO,Buritinópolis,123,3447,1702,1745,12
GO,Cabeceiras,11,7438,3638,3800,28
GO,Cachoeira Alta,97,7688,3909,3779,27
GO,Cachoeira Dourada,16,7245,3606,3639,29
GO,Cachoeira de Goiás,80,2029,1004,1025,6
GO,Caiapônia,6,12932,6685,6247,42
GO,Caldas Novas,7,66050,35068,30982,210
GO,Caldazinha,40,4231,2081,2150,13
GO,Campestre de Goiás,20,4070,1984,2086,14
GO,Campinaçu,125,3799,1822,1977,18
GO,Campinorte,50,9066,4643,4423,32
GO,Campo Alegre de Goiás,14,5723,2791,2932,20
GO,Campo Limpo de Goiás,144,6528,3355,3173,20
GO,Campos Belos,105,14767,7729,7038,53
GO,Campos Verdes,85,4464,2229,2235,34
GO,Carmo do Rio Verde,76,7115,3609,3506,27
GO,Castelândia,124,4126,2023,2103,17
GO,Catalão,8,73568,38908,34660,234
GO,Caturaí,101,5417,2710,2707,17
GO,Cavalcante,99,7792,3859,3933,30
GO,Caçu,106,10665,5501,5164,37
GO,Ceres,72,16556,8811,7745,63
GO,Cezarina,20,7309,3646,3663,26
GO,Chapadão do Céu,96,9143,4629,4514,28
GO,Cidade Ocidental,42,48021,26396,21625,146
GO,Cocalzinho de Goiás,26,17327,8785,8542,52
GO,Colinas do Sul,143,3843,1864,1979,13
GO,Corumbaíba,5,7022,3524,3498,24
GO,Corumbá de Goiás,26,7970,3967,4003,32
GO,Cristalina,36,37526,19456,18070,116
GO,Cristianópolis,32,3985,1986,1999,12
GO,Crixás,85,12807,6344,6463,49
GO,Cromínia,25,3905,1988,1917,15
GO,Cumari,8,2616,1301,1315,12
GO,Córrego do Ouro,34,3150,1545,1605,10
GO,Damianópolis,123,4102,2034,2068,13
GO,Damolândia,13,3553,1729,1824,12
GO,Davinópolis,8,4201,2046,2155,12
GO,Diorama,53,2478,1217,1261,15
GO,Divinópolis de Goiás,105,5127,2485,2642,16
GO,Doverlândia,6,5584,2709,2875,27
GO,Edealina,68,4101,2032,2069,13
GO,Edéia,68,9479,4945,4534,33
GO,Estrela do Norte,88,3174,1595,1579,12
GO,Faina,12,6706,3258,3448,21
GO,Fazenda Nova,79,5460,2742,2718,23
GO,Firminópolis,63,8613,4600,4013,35
GO,Flores de Goiás,11,8160,3911,4249,28
GO,Formosa,11,76642,41126,35516,255
GO,Formoso,125,4640,2345,2295,17
GO,Gameleira de Goiás,31,3626,1784,1842,13
GO,Goiandira,8,4572,2310,2262,16
GO,Goianira,101,45280,23946,21334,132
GO,Goianápolis,3,10484,5468,5016,42
GO,Goianésia,74,58297,30979,27318,171
GO,Goiatuba,38,27457,14418,13039,95
GO,Goiás,12,18916,9898,9018,64
GO,Goiânia,1,104217,58276,45941,365
GO,Goiânia,2,107242,58791,48451,346
GO,Goiânia,127,111162,61632,49530,336
GO,Goiânia,133,111001,61991,49010,338
GO,Goiânia,134,114302,63456,50846,355
GO,Goiânia,135,109827,59697,50130,318
GO,Goiânia,136,108274,59584,48690,316
GO,Goiânia,146,117691,64197,53494,335
GO,Goiânia,147,110260,59962,50298,342
GO,Gouvelândia,46,3935,1978,1957,13
GO,Guapó,56,14210,7425,6785,49
GO,Guarani de Goiás,47,4693,2207,2486,18
GO,Guaraíta,77,2704,1330,1374,9
GO,Guarinos,39,3217,1521,1696,11
GO,Heitoraí,15,4191,2086,2105,13
GO,Hidrolina,39,3854,1860,1994,15
GO,Hidrolândia,132,22980,11758,11222,65
GO,Iaciara,29,8437,4320,4117,28
GO,Inaciolândia,46,4726,2387,2339,14
GO,Indiara,68,12550,6412,6138,40
GO,Inhumas,13,40321,21650,18671,128
GO,Ipameri,14,20237,10523,9714,70
GO,Ipiranga de Goiás,76,3108,1500,1608,12
GO,Iporá,53,26103,13965,12138,120
GO,Israelândia,79,3013,1476,1537,12
GO,Itaberaí,15,32340,17056,15284,104
GO,Itaguari,57,5127,2576,2551,16
GO,Itaguaru,57,5284,2657,2627,19
GO,Itajá,96,3668,1911,1757,17
GO,Itapaci,39,15243,7835,7408,48
GO,Itapirapuã,95,6743,3420,3323,27
GO,Itapuranga,77,21233,11278,9955,80
GO,Itarumã,106,4703,2328,2375,17
GO,Itauçu,57,7648,3979,3669,31
GO,Itumbiara,16,73168,39338,33830,249
GO,Ivolândia,80,3161,1528,1633,10
GO,Jandaia,43,5926,2990,2936,21
GO,Jaraguá,17,32734,17363,15371,101
GO,Jataí,18,71925,38307,33618,262
GO,Jaupaci,79,3128,1595,1533,16
GO,Jesúpolis,17,2655,1277,1378,8
GO,Joviânia,45,5639,2853,2786,22
GO,Jussara,95,14555,7686,6869,62
GO,Lagoa Santa,96,1763,892,871,6
GO,Leopoldo de Bulhões,141,7142,3677,3465,25
GO,Luziânia,19,132732,71170,61562,391
GO,Mairipotaba,25,3441,1703,1738,11
GO,Mambaí,123,6394,3162,3232,20
GO,Mara Rosa,88,8892,4598,4294,33
GO,Marzagão,7,3003,1538,1465,9
GO,Matrinchã,95,3890,1980,1910,13
GO,Maurilândia,66,7286,3657,3629,26
GO,Mimoso de Goiás,131,3362,1613,1749,11
GO,Minaçu,130,22269,11424,10845,100
GO,Mineiros,21,50531,26534,23997,141
GO,Moiporá,80,2494,1233,1261,9
GO,Monte Alegre de Goiás,105,5571,2756,2815,22
GO,Montes Claros de Goiás,79,6959,3476,3483,25
GO,Montividiu,140,9881,4858,5023,34
GO,Montividiu do Norte,125,3704,1810,1894,16
GO,Morrinhos,22,36238,19046,17192,125
GO,Morro Agudo de Goiás,77,3026,1514,1512,11
GO,Mossâmedes,15,4655,2352,2303,17
GO,Mozarlândia,110,12089,6149,5940,42
GO,Mundo Novo,94,5340,2613,2727,24
GO,Mutunópolis,88,3526,1742,1784,14
GO,Nazário,63,7650,3875,3775,24
GO,Nerópolis,54,25376,13481,11895,75
GO,Niquelândia,41,27944,14222,13722,104
GO,Nova América,76,2743,1388,1355,10
GO,Nova Aurora,8,2294,1115,1179,10
GO,Nova Crixás,110,9007,4436,4571,36
GO,Nova Glória,72,6798,3472,3326,30
GO,Nova Iguaçu de Goiás,50,2645,1284,1361,8
GO,Nova Roma,47,3012,1469,1543,13
GO,Nova Veneza,54,8316,4209,4107,23
GO,Novo Brasil,79,3587,1806,1781,15
GO,Novo Gama,4,57662,31389,26273,182
GO,Novo Planalto,55,4113,2034,2079,13
GO,Orizona,27,11854,5943,5911,48
GO,Ouro Verde de Goiás,144,3782,1906,1876,15
GO,Ouvidor,8,10412,5207,5205,29
GO,Padre Bernardo,131,20037,10306,9731,72
GO,Palestina de Goiás,102,3631,1804,1827,12
GO,Palmeiras de Goiás,20,22930,12129,10801,72
GO,Palmelo,27,2390,1263,1127,8
GO,Palminópolis,63,4453,2252,2201,19
GO,Panamá,38,2985,1494,1491,14
GO,Paranaiguara,97,7119,3711,3408,25
GO,Paraúna,43,9083,4696,4387,31
GO,Perolândia,18,3130,1526,1604,9
GO,Petrolina de Goiás,54,7430,3838,3592,29
GO,Pilar de Goiás,39,4086,1899,2187,14
GO,Piracanjuba,25,18573,9633,8940,63
GO,Piranhas,102,9051,4678,4373,34
GO,Pirenópolis,26,20249,10383,9866,93
GO,Pires do Rio,27,21611,11509,10102,76
GO,Planaltina,44,65150,34816,30334,209
GO,Pontalina,45,14030,7387,6643,52
GO,Porangatu,55,30473,16095,14378,111
GO,Porteirão,124,3999,1902,2097,11
GO,Portelândia,21,3308,1594,1714,11
GO,Posse,29,24812,12819,11993,86
GO,Professor Jamil,25,3561,1767,1794,11
GO,Quirinópolis,46,34658,18417,16241,106
GO,Rialma,72,9121,4832,4289,36
GO,Rianápolis,72,3918,2007,1911,19
